"Date" "Value"
"230" 2014-10-29 NA
"231" 2014-10-30 NA
"232" 2014-10-31 NA
"233" 2014-11-01 NA
"234" 2014-11-02 NA
"235" 2014-11-03 NA
"236" 2014-11-04 NA
"237" 2014-11-05 NA
"238" 2014-11-06 NA
"239" 2014-11-07 NA
"240" 2014-11-08 NA
"241" 2014-11-09 NA
"242" 2014-11-10 NA
"243" 2014-11-11 NA
"244" 2014-11-12 NA
"245" 2014-11-13 NA
"246" 2014-11-14 NA
"247" 2014-11-15 NA
"248" 2014-11-16 NA
"249" 2014-11-17 NA
"250" 2014-11-18 NA
"251" 2014-11-19 NA
"252" 2014-11-20 NA
"253" 2014-11-21 NA
"254" 2014-11-22 NA
"255" 2014-11-23 NA
"256" 2014-11-24 NA
"257" 2014-11-25 NA
"258" 2014-11-26 NA
"259" 2014-11-27 NA
"260" 2014-11-28 NA
"261" 2014-11-29 NA
"262" 2014-11-30 NA
"263" 2014-12-01 NA
"264" 2014-12-02 NA
"265" 2014-12-03 NA
"266" 2014-12-04 NA
"267" 2014-12-05 NA
"268" 2014-12-06 NA
"269" 2014-12-07 NA
"270" 2014-12-08 NA
"271" 2014-12-09 NA
"272" 2014-12-10 NA
"273" 2014-12-11 NA
"274" 2014-12-12 NA
"275" 2014-12-13 NA
"276" 2014-12-14 NA
"277" 2014-12-15 NA
"278" 2014-12-16 NA
"279" 2014-12-17 NA
"280" 2014-12-18 NA
"281" 2014-12-19 NA
"282" 2014-12-20 NA
"283" 2014-12-21 NA
"284" 2014-12-22 NA
"285" 2014-12-23 NA
"286" 2014-12-24 NA
"287" 2014-12-25 NA
"288" 2014-12-26 NA
"289" 2014-12-27 NA
"290" 2014-12-28 NA
"291" 2014-12-29 NA
"292" 2014-12-30 NA
"293" 2014-12-31 NA
"294" 2015-01-01 NA
"295" 2015-01-02 NA
"296" 2015-01-03 NA
"297" 2015-01-04 NA
"298" 2015-01-05 NA
"299" 2015-01-06 NA
"300" 2015-01-07 NA
"301" 2015-01-08 NA
"302" 2015-01-09 NA
"303" 2015-01-10 NA
"304" 2015-01-11 NA
"305" 2015-01-12 NA
"306" 2015-01-13 NA
"307" 2015-01-14 NA
"308" 2015-01-15 NA
"309" 2015-01-16 1
"310" 2015-01-17 NA
"311" 2015-01-18 NA
"312" 2015-01-19 NA
"313" 2015-01-20 NA
"314" 2015-01-21 NA
"315" 2015-01-22 NA
"316" 2015-01-23 NA
"317" 2015-01-24 NA
"318" 2015-01-25 NA
"319" 2015-01-26 NA
"320" 2015-01-27 NA
"321" 2015-01-28 NA
"322" 2015-01-29 NA
"323" 2015-01-30 NA
"324" 2015-01-31 NA
"325" 2015-02-01 NA
"326" 2015-02-02 1
"327" 2015-02-03 NA
"328" 2015-02-04 NA
