"Date" "Value"
"476" 2011-05-08 NA
"477" 2011-05-09 NA
"478" 2011-05-10 NA
"479" 2011-05-11 NA
"480" 2011-05-12 NA
"481" 2011-05-13 NA
"482" 2011-05-14 NA
"483" 2011-05-15 NA
"484" 2011-05-16 NA
"485" 2011-05-17 NA
"486" 2011-05-18 NA
"487" 2011-05-19 NA
"488" 2011-05-20 NA
"489" 2011-05-21 NA
"490" 2011-05-22 NA
"491" 2011-05-23 NA
"492" 2011-05-24 NA
"493" 2011-05-25 NA
"494" 2011-05-26 NA
"495" 2011-05-27 NA
"496" 2011-05-28 NA
"497" 2011-05-29 NA
"498" 2011-05-30 NA
"499" 2011-05-31 NA
"500" 2011-06-01 NA
"501" 2011-06-02 NA
"502" 2011-06-03 NA
"503" 2011-06-04 NA
"504" 2011-06-05 NA
"505" 2011-06-06 NA
"506" 2011-06-07 NA
"507" 2011-06-08 NA
"508" 2011-06-09 NA
"509" 2011-06-10 NA
"510" 2011-06-11 NA
"511" 2011-06-12 NA
"512" 2011-06-13 NA
"513" 2011-06-14 NA
"514" 2011-06-15 NA
"515" 2011-06-16 NA
"516" 2011-06-17 NA
"517" 2011-06-18 NA
"518" 2011-06-19 NA
"519" 2011-06-20 NA
"520" 2011-06-21 NA
"521" 2011-06-22 NA
"522" 2011-06-23 NA
"523" 2011-06-24 NA
"524" 2011-06-25 NA
"525" 2011-06-26 NA
"526" 2011-06-27 NA
"527" 2011-06-28 NA
"528" 2011-06-29 NA
"529" 2011-06-30 NA
"530" 2011-07-01 NA
"531" 2011-07-02 NA
"532" 2011-07-03 NA
"533" 2011-07-04 NA
"534" 2011-07-05 NA
"535" 2011-07-06 NA
"536" 2011-07-07 NA
"537" 2011-07-08 NA
"538" 2011-07-09 NA
"539" 2011-07-10 NA
"540" 2011-07-11 NA
"541" 2011-07-12 NA
"542" 2011-07-13 NA
"543" 2011-07-14 NA
"544" 2011-07-15 NA
"545" 2011-07-16 NA
"546" 2011-07-17 NA
"547" 2011-07-18 NA
"548" 2011-07-19 NA
"549" 2011-07-20 NA
"550" 2011-07-21 NA
"551" 2011-07-22 NA
"552" 2011-07-23 NA
"553" 2011-07-24 NA
"554" 2011-07-25 NA
"555" 2011-07-26 NA
"556" 2011-07-27 NA
"557" 2011-07-28 NA
"558" 2011-07-29 NA
"559" 2011-07-30 NA
"560" 2011-07-31 NA
"561" 2011-08-01 NA
"562" 2011-08-02 NA
"563" 2011-08-03 NA
"564" 2011-08-04 NA
"565" 2011-08-05 NA
"566" 2011-08-06 NA
"567" 2011-08-07 NA
"568" 2011-08-08 NA
"569" 2011-08-09 NA
"570" 2011-08-10 NA
"571" 2011-08-11 NA
"572" 2011-08-12 NA
"573" 2011-08-13 NA
"574" 2011-08-14 NA
"575" 2011-08-15 NA
"576" 2011-08-16 NA
"577" 2011-08-17 NA
"578" 2011-08-18 NA
"579" 2011-08-19 NA
"580" 2011-08-20 NA
"581" 2011-08-21 NA
"582" 2011-08-22 NA
"583" 2011-08-23 NA
"584" 2011-08-24 NA
"585" 2011-08-25 NA
"586" 2011-08-26 NA
"587" 2011-08-27 NA
"588" 2011-08-28 NA
"589" 2011-08-29 NA
"590" 2011-08-30 NA
"591" 2011-08-31 NA
"592" 2011-09-01 NA
"593" 2011-09-02 NA
"594" 2011-09-03 NA
"595" 2011-09-04 NA
"596" 2011-09-05 NA
"597" 2011-09-06 NA
"598" 2011-09-07 NA
"599" 2011-09-08 NA
"600" 2011-09-09 NA
"601" 2011-09-10 NA
"602" 2011-09-11 NA
"603" 2011-09-12 NA
"604" 2011-09-13 NA
"605" 2011-09-14 NA
"606" 2011-09-15 NA
"607" 2011-09-16 NA
"608" 2011-09-17 NA
"609" 2011-09-18 NA
"610" 2011-09-19 NA
